latitude,longitude,altitude,geometry,@osmId,@snapshotTimestamp,amenity,shop,layer,path
52.4096982,13.2184474,,Point,node/514483770,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4105152,13.2199785,,Point,node/514753672,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.50151119999999,13.2604007,,Point,node/530557759,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.483723,13.2674353,,Point,node/569992089,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4306229,13.1935989,,Point,node/581887067,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5368723,13.2045554,,Point,node/603798038,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4374617,13.2323477,,Point,node/609005537,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5095173,13.2087991,,Point,node/648259071,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.50954,13.2114308,,Point,node/648259073,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.51130619999998,13.2686117,,Point,node/667211344,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.515955099999985,13.2604129,,Point,node/667211368,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5157916,13.2622288,,Point,node/667211390,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4362465,13.2614403,,Point,node/676897955,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.507866599999986,13.2582731,,Point,node/718143866,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5059141,13.2012339,,Point,node/900404996,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.415893,13.2458688,,Point,node/1078275013,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.42891689999998,13.2560014,,Point,node/1082694815,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.530458,13.1959382,,Point,node/1198087064,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.3911083,13.2255407,,Point,node/1313014964,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5375029,13.2034027,,Point,node/1336637898,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.53544189999999,13.1991972,,Point,node/1364526041,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5376041,13.2032771,,Point,node/1387132161,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.5368478,13.2709017,,Point,node/1418640423,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.430379899999984,13.2597472,,Point,node/1632310948,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4375529,13.2155154,,Point,node/1721061603,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.444522099999986,13.261344,,Point,node/1783259057,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
52.4875624,13.2621447,,Point,node/1783726929,2019/01/01 00:00:00,cafe,,cafes,/Users/Julian/PycharmProjects/AirBnB/cafes.geojson
